words,good_probs,Length,Thresh,Flag
kurpa,0.082894821,5,0.05409819,FALSE
basrurkar,0.082896719,9,0.05409819,FALSE
vinland,0.082897532,7,0.05409819,FALSE
solita,0.082898388,6,0.05409819,FALSE
arravali,0.082903372,8,0.05409819,FALSE
rehayeshi,0.082908102,9,0.05409819,FALSE
premidis,0.082918319,8,0.05409819,FALSE
oruanya,0.08291992,7,0.05409819,FALSE
perungudi,0.082920837,9,0.05409819,FALSE
sainathpuram,0.082930349,12,0.05409819,FALSE
amerlles,0.082931167,8,0.05409819,FALSE
tiarea,0.082931391,6,0.05409819,FALSE
registrar,0.082932243,9,0.05409819,FALSE
nasiruddin,0.082937893,10,0.05409819,FALSE
soumyashree,0.082938151,11,0.05409819,FALSE
rentmystay,0.082943709,10,0.05409819,FALSE
renova,0.082946407,6,0.05409819,FALSE
parkaway,0.082957667,8,0.05409819,FALSE
dnyaneshwar,0.082959752,11,0.05409819,FALSE
chowdappa,0.082962829,9,0.05409819,FALSE
peniel,0.082963506,6,0.05409819,FALSE
aliganj,0.082964051,7,0.05409819,FALSE
vrushali,0.082972154,8,0.05409819,FALSE
trimurti,0.082978311,8,0.05409819,FALSE
colonyground,0.08298437,12,0.05409819,FALSE
biriyani,0.082986694,8,0.05409819,FALSE
rasik,0.082990215,5,0.05409819,FALSE
siddhagiri,0.082993246,10,0.05409819,FALSE
abhinav,0.082994168,7,0.05409819,FALSE
phillepa,0.08300096,8,0.05409819,FALSE
rekhakores,0.083001607,10,0.05409819,FALSE
drishti,0.083003967,7,0.05409819,FALSE
residencyrd,0.083009155,11,0.05409819,FALSE
maharpatta,0.083010975,10,0.05409819,FALSE
shubhodaya,0.083012394,10,0.05409819,FALSE
kandivli,0.083016184,8,0.05409819,FALSE
sheldon,0.083019878,7,0.05409819,FALSE
dashrathpuri,0.083020534,12,0.05409819,FALSE
rajalakshmi,0.083020999,11,0.05409819,FALSE
vasantaa,0.083027978,8,0.05409819,FALSE
towerp,0.083034339,6,0.05409819,FALSE
jagir,0.083034497,5,0.05409819,FALSE
crossover,0.083038371,9,0.05409819,FALSE
rediency,0.083042116,8,0.05409819,FALSE
enclabe,0.083042322,7,0.05409819,FALSE
khasim,0.083046363,6,0.05409819,FALSE
herumb,0.083048454,6,0.05409819,FALSE
starlake,0.083052057,8,0.05409819,FALSE
wireless,0.083055049,8,0.05409819,FALSE
thikkakulam,0.083061055,11,0.05409819,FALSE
goodearth,0.083061839,9,0.05409819,FALSE
jailakshmi,0.08306662,10,0.05409819,FALSE
bhoodevi,0.083066677,8,0.05409819,FALSE
matoba,0.083068451,6,0.05409819,FALSE
lakshmanflat,0.083068887,12,0.05409819,FALSE
rushab,0.083074075,6,0.05409819,FALSE
jaipur,0.083074244,6,0.05409819,FALSE
alankrit,0.083075899,8,0.05409819,FALSE
puranew,0.083076395,7,0.05409819,FALSE
maheshwarmma,0.083081288,12,0.05409819,FALSE
vaikuntas,0.083086388,9,0.05409819,FALSE
venaktsai,0.083088789,9,0.05409819,FALSE
quarternear,0.083089585,11,0.05409819,FALSE
alaknanda,0.083095962,9,0.05409819,FALSE
champion,0.083096538,8,0.05409819,FALSE
rajivgandhi,0.083097378,11,0.05409819,FALSE
naushad,0.083097449,7,0.05409819,FALSE
promont,0.083098106,7,0.05409819,FALSE
rajaji,0.083105506,6,0.05409819,FALSE
madhuban,0.083107361,8,0.05409819,FALSE
shripati,0.083114696,8,0.05409819,FALSE
namirah,0.083115972,7,0.05409819,FALSE
naigaondadar,0.083117103,12,0.05409819,FALSE
thiruvika,0.083122224,9,0.05409819,FALSE
sanskar,0.083127885,7,0.05409819,FALSE
vijigisha,0.083129396,9,0.05409819,FALSE
goving,0.083132363,6,0.05409819,FALSE
ishaan,0.083140836,6,0.05409819,FALSE
vamsiram,0.083141635,8,0.05409819,FALSE
kamleshwar,0.083142474,10,0.05409819,FALSE
nadeem,0.08314477,6,0.05409819,FALSE
prashanyi,0.083146314,9,0.05409819,FALSE
umiya,0.083154978,5,0.05409819,FALSE
burra,0.083166202,5,0.05409819,FALSE
konkane,0.08316687,7,0.05409819,FALSE
ranjeet,0.083167514,7,0.05409819,FALSE
mainnd,0.083168613,6,0.05409819,FALSE
adhyaru,0.083173813,7,0.05409819,FALSE
shapoorjee,0.083175589,10,0.05409819,FALSE
maithri,0.083178305,7,0.05409819,FALSE
creative,0.083180046,8,0.05409819,FALSE
homesaagam,0.083180104,10,0.05409819,FALSE
brookhaven,0.083180154,10,0.05409819,FALSE
cline,0.083183989,5,0.05409819,FALSE
streett,0.083192938,7,0.05409819,FALSE
corporate,0.083193542,9,0.05409819,FALSE
media,0.083194447,5,0.05409819,FALSE
extensionkolapakkam,0.083198881,19,0.05409819,FALSE
malairayanpattinamseva,0.083199726,22,0.05409819,FALSE
kautilya,0.083200082,8,0.05409819,FALSE
moovarasampet,0.083201285,13,0.05409819,FALSE
mythrinagar,0.083204783,11,0.05409819,FALSE
plumeria,0.083208178,8,0.05409819,FALSE
chowkrahatani,0.083208702,13,0.05409819,FALSE
towerb,0.083210494,6,0.05409819,FALSE
vilege,0.083210825,6,0.05409819,FALSE
mandot,0.083212413,6,0.05409819,FALSE
muthuvelar,0.083220219,10,0.05409819,FALSE
bommera,0.083220293,7,0.05409819,FALSE
titarpur,0.083222946,8,0.05409819,FALSE
nacre,0.083226655,5,0.05409819,FALSE
mathruchaya,0.08322728,11,0.05409819,FALSE
shyambhu,0.083228069,8,0.05409819,FALSE
amruthahalli,0.083234054,12,0.05409819,FALSE
ddblock,0.083235255,7,0.05409819,FALSE
palacia,0.083239346,7,0.05409819,FALSE
subhwana,0.083240935,8,0.05409819,FALSE
streetunnati,0.083241165,12,0.05409819,FALSE
kokani,0.083246325,6,0.05409819,FALSE
institute,0.083250547,9,0.05409819,FALSE
pinakin,0.083258789,7,0.05409819,FALSE
homestead,0.083266606,9,0.05409819,FALSE
journalists,0.083269609,11,0.05409819,FALSE
dangechowk,0.083275525,10,0.05409819,FALSE
welldone,0.08327974,8,0.05409819,FALSE
jalladampettai,0.08328174,14,0.05409819,FALSE
mercerdece,0.083292211,10,0.05409819,FALSE
sancity,0.083293495,7,0.05409819,FALSE
ratnakar,0.083294313,8,0.05409819,FALSE
pitampuradelhi,0.083297323,14,0.05409819,FALSE
shivthar,0.083298095,8,0.05409819,FALSE
coutryards,0.08329865,10,0.05409819,FALSE
ghodbander,0.083301756,10,0.05409819,FALSE
beneka,0.083304672,6,0.05409819,FALSE
bommasandra,0.083305556,11,0.05409819,FALSE
yeshoda,0.083310286,7,0.05409819,FALSE
lakshmamma,0.083314943,10,0.05409819,FALSE
sadhnan,0.083322418,7,0.05409819,FALSE
ramanujam,0.08332331,9,0.05409819,FALSE
thiruvenkadamudiyan,0.083327521,19,0.05409819,FALSE
bhattipada,0.083328195,10,0.05409819,FALSE
namrata,0.083335472,7,0.05409819,FALSE
thoraipakkkam,0.083336109,13,0.05409819,FALSE
masobha,0.083339359,7,0.05409819,FALSE
dommasandra,0.083339391,11,0.05409819,FALSE
residencyhig,0.083339537,12,0.05409819,FALSE
ffirst,0.083348384,6,0.05409819,FALSE
whispering,0.083350414,10,0.05409819,FALSE
attilakamma,0.083351266,11,0.05409819,FALSE
wellington,0.083352212,10,0.05409819,FALSE
privilege,0.08335881,9,0.05409819,FALSE
thulasi,0.083361043,7,0.05409819,FALSE
mohar,0.083362171,5,0.05409819,FALSE
sairamnagar,0.083367784,11,0.05409819,FALSE
anugarah,0.083378212,8,0.05409819,FALSE
quality,0.083378754,7,0.05409819,FALSE
titanic,0.083386599,7,0.05409819,FALSE
ctigris,0.083391223,7,0.05409819,FALSE
colonytransis,0.083394072,13,0.05409819,FALSE
sarswati,0.083396693,8,0.05409819,FALSE
crossmuddinapalya,0.083398857,17,0.05409819,FALSE
exquisite,0.083400004,9,0.05409819,FALSE
thiruvenkadam,0.083402577,13,0.05409819,FALSE
davidpuram,0.083404343,10,0.05409819,FALSE
srinivaspuri,0.083406159,12,0.05409819,FALSE
sapthasiri,0.083407826,10,0.05409819,FALSE
townstreet,0.083411037,10,0.05409819,FALSE
vayun,0.083417529,5,0.05409819,FALSE
shantivanhatkesh,0.083423858,16,0.05409819,FALSE
nagarrd,0.083428697,7,0.05409819,FALSE
progressive,0.083436819,11,0.05409819,FALSE
pulikesh,0.083437798,8,0.05409819,FALSE
sustain,0.083440309,7,0.05409819,FALSE
grihalakshmi,0.083440521,12,0.05409819,FALSE
rajganesh,0.083446178,9,0.05409819,FALSE
bolivian,0.083446308,8,0.05409819,FALSE
vaiahali,0.083450987,8,0.05409819,FALSE
shahu,0.083455127,5,0.05409819,FALSE
saundaryam,0.083465682,10,0.05409819,FALSE
bungalowsbaner,0.083465978,14,0.05409819,FALSE
romano,0.083473235,6,0.05409819,FALSE
behind,0.083475137,6,0.05409819,FALSE
uncles,0.083482565,6,0.05409819,FALSE
mahalaxmi,0.083484336,9,0.05409819,FALSE
streetullagaramvanuvampet,0.083484653,25,0.05409819,FALSE
lancohills,0.083484944,10,0.05409819,FALSE
balamrai,0.083486371,8,0.05409819,FALSE
hillpark,0.083487996,8,0.05409819,FALSE
suites,0.083490293,6,0.05409819,FALSE
location,0.083493714,8,0.05409819,FALSE
cabana,0.08349442,6,0.05409819,FALSE
unity,0.083494928,5,0.05409819,FALSE
shillp,0.083497376,6,0.05409819,FALSE
mermaid,0.08349808,7,0.05409819,FALSE
manavthal,0.083504798,9,0.05409819,FALSE
colonynd,0.083510677,8,0.05409819,FALSE
gokhala,0.083513921,7,0.05409819,FALSE
chikkabanswadi,0.083518078,14,0.05409819,FALSE
acrademadhura,0.083528163,13,0.05409819,FALSE
virudhagiri,0.083528323,11,0.05409819,FALSE
doddanakundi,0.083535947,12,0.05409819,FALSE
crescentopp,0.083536795,11,0.05409819,FALSE
sanear,0.083537554,6,0.05409819,FALSE
fishland,0.083540809,8,0.05409819,FALSE
anipra,0.083544809,6,0.05409819,FALSE
shivajyothi,0.083545925,11,0.05409819,FALSE
seaviewenclave,0.08354853,14,0.05409819,FALSE
vasudeva,0.083556739,8,0.05409819,FALSE
nagarnesapakkamchennai,0.083559992,22,0.05409819,FALSE
zamistanpur,0.083564927,11,0.05409819,FALSE
kundanhalli,0.083565736,11,0.05409819,FALSE
naduvakarai,0.083566832,11,0.05409819,FALSE
mugallivakkam,0.083572202,13,0.05409819,FALSE
caves,0.083574531,5,0.05409819,FALSE
pundrik,0.083574697,7,0.05409819,FALSE
guruharkrishan,0.083576029,14,0.05409819,FALSE
kausar,0.083577415,6,0.05409819,FALSE
adora,0.083580108,5,0.05409819,FALSE
kelkar,0.083584389,6,0.05409819,FALSE
kodichikkinahalli,0.083588914,17,0.05409819,FALSE
anushri,0.083591672,7,0.05409819,FALSE
karpagem,0.083598203,8,0.05409819,FALSE
rangaenclave,0.083598433,12,0.05409819,FALSE
vaikunt,0.083605331,7,0.05409819,FALSE
shrimati,0.0836057,8,0.05409819,FALSE
muppa,0.083607299,5,0.05409819,FALSE
stillwater,0.08361668,10,0.05409819,FALSE
crossminakshi,0.083617598,13,0.05409819,FALSE
nilayatubarhalli,0.083617959,16,0.05409819,FALSE
nagarnagalkenichromepet,0.083618228,23,0.05409819,FALSE
mansiondurvankur,0.083618244,16,0.05409819,FALSE
kaushambi,0.083620019,9,0.05409819,FALSE
thiruvenchery,0.083620844,13,0.05409819,FALSE
ithink,0.083623652,6,0.05409819,FALSE
handloom,0.083624311,8,0.05409819,FALSE
kousthubham,0.083632344,11,0.05409819,FALSE
aminijikarai,0.083632766,12,0.05409819,FALSE
roadbangalore,0.083635485,13,0.05409819,FALSE
mallareddy,0.083636551,10,0.05409819,FALSE
manideepika,0.083646249,11,0.05409819,FALSE
rajya,0.083648474,5,0.05409819,FALSE
roadamestri,0.083648944,11,0.05409819,FALSE
navya,0.083649099,5,0.05409819,FALSE
sungh,0.083651997,5,0.05409819,FALSE
durai,0.083653902,5,0.05409819,FALSE
apartmentvadakupattu,0.083654143,20,0.05409819,FALSE
hemavati,0.083654144,8,0.05409819,FALSE
mirabela,0.08365972,8,0.05409819,FALSE
roadpazavanthangal,0.083663672,18,0.05409819,FALSE
zalawad,0.083673371,7,0.05409819,FALSE
bhagmeer,0.083674538,8,0.05409819,FALSE
institutional,0.083675413,13,0.05409819,FALSE
fourtune,0.083675969,8,0.05409819,FALSE
pallazio,0.083680218,8,0.05409819,FALSE
margosa,0.083685731,7,0.05409819,FALSE
kelipada,0.083693733,8,0.05409819,FALSE
greenland,0.083697088,9,0.05409819,FALSE
kustia,0.083701146,6,0.05409819,FALSE
ammashree,0.08370339,9,0.05409819,FALSE
ratnanidhi,0.083706821,10,0.05409819,FALSE
rehaja,0.083708275,6,0.05409819,FALSE
grooves,0.083708534,7,0.05409819,FALSE
muthurayya,0.083709016,10,0.05409819,FALSE
redicon,0.083709811,7,0.05409819,FALSE
parkmarol,0.083710417,9,0.05409819,FALSE
sivasai,0.083711861,7,0.05409819,FALSE
kolivary,0.083713055,8,0.05409819,FALSE
padmaja,0.083713271,7,0.05409819,FALSE
dkaveri,0.083713887,7,0.05409819,FALSE
koppa,0.083716358,5,0.05409819,FALSE
bhram,0.083722482,5,0.05409819,FALSE
doddakammanahalli,0.083724899,17,0.05409819,FALSE
ahilyadevi,0.083726836,10,0.05409819,FALSE
jothinivas,0.083727654,10,0.05409819,FALSE
nijayam,0.083730475,7,0.05409819,FALSE
vijayasri,0.083731459,9,0.05409819,FALSE
gunjurvarthur,0.083732098,13,0.05409819,FALSE
prabhawathi,0.08373456,11,0.05409819,FALSE
artisica,0.08374253,8,0.05409819,FALSE
unihome,0.083742634,7,0.05409819,FALSE
sushma,0.083749063,6,0.05409819,FALSE
charkopkandivali,0.083756214,16,0.05409819,FALSE
layoutpartpalavakkam,0.083758117,20,0.05409819,FALSE
chitti,0.083758569,6,0.05409819,FALSE
inspera,0.083773945,7,0.05409819,FALSE
awingagarwal,0.083779574,12,0.05409819,FALSE
glories,0.083784079,7,0.05409819,FALSE
shakti,0.083784768,6,0.05409819,FALSE
jamaica,0.083788714,7,0.05409819,FALSE
bexpress,0.083791355,8,0.05409819,FALSE
taheri,0.083796573,6,0.05409819,FALSE
banoo,0.083799347,5,0.05409819,FALSE
jeewan,0.083802095,6,0.05409819,FALSE
langerhouse,0.083804832,11,0.05409819,FALSE
orchit,0.083812139,6,0.05409819,FALSE
chember,0.083818641,7,0.05409819,FALSE
nagnath,0.08381942,7,0.05409819,FALSE
bahwani,0.08382168,7,0.05409819,FALSE
mandvi,0.083823563,6,0.05409819,FALSE
bloomville,0.083826747,10,0.05409819,FALSE
kasturba,0.083828071,8,0.05409819,FALSE
ameenpur,0.083830035,8,0.05409819,FALSE
goraipada,0.083831648,9,0.05409819,FALSE
medhair,0.083833633,7,0.05409819,FALSE
jamsine,0.083834414,7,0.05409819,FALSE
rosalie,0.083838427,7,0.05409819,FALSE
sathevasti,0.083842732,10,0.05409819,FALSE
adityman,0.083850842,8,0.05409819,FALSE
titas,0.083855268,5,0.05409819,FALSE
sakra,0.083861197,5,0.05409819,FALSE
ashokamadhuban,0.08386513,14,0.05409819,FALSE
nilagiris,0.083871096,9,0.05409819,FALSE
vaikuntam,0.083872778,9,0.05409819,FALSE
pichamma,0.08387654,8,0.05409819,FALSE
kevalya,0.083879412,7,0.05409819,FALSE
saktara,0.083879615,7,0.05409819,FALSE
phanigiri,0.083880501,9,0.05409819,FALSE
patkar,0.083888443,6,0.05409819,FALSE
hearts,0.083891194,6,0.05409819,FALSE
jegath,0.083895199,6,0.05409819,FALSE
moula,0.083895662,5,0.05409819,FALSE
transcon,0.083897363,8,0.05409819,FALSE
sankalpa,0.083898503,8,0.05409819,FALSE
jatkar,0.083902538,6,0.05409819,FALSE
squaresarjapur,0.083903074,14,0.05409819,FALSE
kunja,0.083903728,5,0.05409819,FALSE
saagar,0.083904354,6,0.05409819,FALSE
choto,0.08390511,5,0.05409819,FALSE
varadayini,0.083905362,10,0.05409819,FALSE
vally,0.083911025,5,0.05409819,FALSE
athilakshmi,0.083913755,11,0.05409819,FALSE
tallinn,0.083915903,7,0.05409819,FALSE
fuloriya,0.083920104,8,0.05409819,FALSE
nivasampuppaguda,0.083921559,16,0.05409819,FALSE
shrusti,0.083921875,7,0.05409819,FALSE
partvati,0.083925091,8,0.05409819,FALSE
thiruneermalai,0.083928025,14,0.05409819,FALSE
samiti,0.083929874,6,0.05409819,FALSE
hasanpur,0.083932891,8,0.05409819,FALSE
nagarmanikondahyderabad,0.083937994,23,0.05409819,FALSE
gyankhand,0.083938044,9,0.05409819,FALSE
roselia,0.08394286,7,0.05409819,FALSE
nirmala,0.083948804,7,0.05409819,FALSE
ambassadorth,0.083951015,12,0.05409819,FALSE
streetrajakillpakkam,0.083952996,20,0.05409819,FALSE
buddhas,0.08395845,7,0.05409819,FALSE
nabard,0.083962914,6,0.05409819,FALSE
ecosphere,0.083963058,9,0.05409819,FALSE
purasawakkam,0.083964345,12,0.05409819,FALSE
journalist,0.08396916,10,0.05409819,FALSE
nanjappacir,0.083970934,11,0.05409819,FALSE
dhanvi,0.083971989,6,0.05409819,FALSE
garibachawada,0.083972637,13,0.05409819,FALSE
mathrushri,0.083974632,10,0.05409819,FALSE
ryans,0.083982562,5,0.05409819,FALSE
yelahanka,0.083989462,9,0.05409819,FALSE
prakyath,0.083995301,8,0.05409819,FALSE
pragya,0.083997809,6,0.05409819,FALSE
gateway,0.084003479,7,0.05409819,FALSE
bhawanipur,0.084007044,10,0.05409819,FALSE
krishnamma,0.084007597,10,0.05409819,FALSE
proterties,0.084008379,10,0.05409819,FALSE
srivan,0.084009364,6,0.05409819,FALSE
katyayni,0.084012147,8,0.05409819,FALSE
roadthigalarapalya,0.084018212,18,0.05409819,FALSE
strike,0.084020203,6,0.05409819,FALSE
pleasent,0.084022727,8,0.05409819,FALSE
linganpet,0.084024938,9,0.05409819,FALSE
portion,0.084026029,7,0.05409819,FALSE
jankakpuri,0.084026105,10,0.05409819,FALSE
stthomas,0.08402782,8,0.05409819,FALSE
nosector,0.084028089,8,0.05409819,FALSE
ghungroo,0.084031737,8,0.05409819,FALSE
floorradhaa,0.084038291,11,0.05409819,FALSE
suriyammapet,0.084039217,12,0.05409819,FALSE
azampura,0.084041986,8,0.05409819,FALSE
midori,0.084046071,6,0.05409819,FALSE
sreeniketan,0.08404611,11,0.05409819,FALSE
stationary,0.084048222,10,0.05409819,FALSE
poorvika,0.084050549,8,0.05409819,FALSE
nivasblock,0.08405706,10,0.05409819,FALSE
basilica,0.084059172,8,0.05409819,FALSE
cerntre,0.084059942,7,0.05409819,FALSE
amritham,0.084064193,8,0.05409819,FALSE
tranquil,0.084069806,8,0.05409819,FALSE
perumbakkam,0.08407026,11,0.05409819,FALSE
reaidency,0.084081917,9,0.05409819,FALSE
urban,0.084084935,5,0.05409819,FALSE
nagarghatkopar,0.084094729,14,0.05409819,FALSE
bloomingdale,0.084103186,12,0.05409819,FALSE
kurve,0.084104656,5,0.05409819,FALSE
salarjung,0.084105027,9,0.05409819,FALSE
phatak,0.084105585,6,0.05409819,FALSE
bhatti,0.084115388,6,0.05409819,FALSE
doctors,0.084117661,7,0.05409819,FALSE
mineeindia,0.084124371,10,0.05409819,FALSE
medona,0.084134522,6,0.05409819,FALSE
virupakshpura,0.084134669,13,0.05409819,FALSE
ormes,0.084135373,5,0.05409819,FALSE
appurva,0.08414286,7,0.05409819,FALSE
composite,0.084143421,9,0.05409819,FALSE
dhiraj,0.084144004,6,0.05409819,FALSE
bhagyaratna,0.084145711,11,0.05409819,FALSE
buckingham,0.084148794,10,0.05409819,FALSE
gated,0.084148991,5,0.05409819,FALSE
emeralds,0.084152101,8,0.05409819,FALSE
qutbullapur,0.084157288,11,0.05409819,FALSE
bollini,0.084160053,7,0.05409819,FALSE
fathima,0.084166787,7,0.05409819,FALSE
bidding,0.084176441,7,0.05409819,FALSE
armadale,0.084184045,8,0.05409819,FALSE
paduka,0.08418493,6,0.05409819,FALSE
loyalka,0.084185103,7,0.05409819,FALSE
malwani,0.084187292,7,0.05409819,FALSE
sabarmathi,0.084188158,10,0.05409819,FALSE
maaruthi,0.084193993,8,0.05409819,FALSE
blocklog,0.084199068,8,0.05409819,FALSE
beniapukur,0.084204216,10,0.05409819,FALSE
sukan,0.084205021,5,0.05409819,FALSE
kanpur,0.08420886,6,0.05409819,FALSE
pinncolo,0.084213865,8,0.05409819,FALSE
tippanna,0.084213909,8,0.05409819,FALSE
rasoolpura,0.084214676,10,0.05409819,FALSE
menod,0.084215997,5,0.05409819,FALSE
indrayu,0.084217775,7,0.05409819,FALSE
christopher,0.084225368,11,0.05409819,FALSE
transport,0.084228917,9,0.05409819,FALSE
baisakha,0.084236544,8,0.05409819,FALSE
servicemen,0.08424816,10,0.05409819,FALSE
puliyanthope,0.084250071,12,0.05409819,FALSE
residensy,0.084250485,9,0.05409819,FALSE
krishnas,0.084252503,8,0.05409819,FALSE
candor,0.084260499,6,0.05409819,FALSE
streetseshadripuramvelachery,0.084283067,28,0.05409819,FALSE
sherinew,0.08428655,8,0.05409819,FALSE
jakkuru,0.084288965,7,0.05409819,FALSE
maneebhadra,0.084291832,11,0.05409819,FALSE
adambakkam,0.084291865,10,0.05409819,FALSE
perumandla,0.084301203,10,0.05409819,FALSE
bachudevara,0.084305383,11,0.05409819,FALSE
surabhimati,0.084310605,11,0.05409819,FALSE
sahil,0.084312125,5,0.05409819,FALSE
marism,0.084313357,6,0.05409819,FALSE
meanee,0.08431517,6,0.05409819,FALSE
dahisarwest,0.084325077,11,0.05409819,FALSE
towersbuilding,0.084329953,14,0.05409819,FALSE
doddaballapura,0.084331173,14,0.05409819,FALSE
sristhi,0.084331878,7,0.05409819,FALSE
perungalathurmudichur,0.084336414,21,0.05409819,FALSE
jhansi,0.084341977,6,0.05409819,FALSE
gaurisuta,0.084342382,9,0.05409819,FALSE
rajamahalakhmi,0.084342672,14,0.05409819,FALSE
soujanya,0.084345157,8,0.05409819,FALSE
ashrivad,0.084353496,8,0.05409819,FALSE
srirampur,0.08435372,9,0.05409819,FALSE
jainuddin,0.084355871,9,0.05409819,FALSE
manovikas,0.084356498,9,0.05409819,FALSE
designarch,0.084376327,10,0.05409819,FALSE
appaertment,0.084376887,11,0.05409819,FALSE
trichundur,0.084394378,10,0.05409819,FALSE
lakshadeep,0.084397059,10,0.05409819,FALSE
jawaharlal,0.084402576,10,0.05409819,FALSE
saraswathy,0.084403549,10,0.05409819,FALSE
kholi,0.084408193,5,0.05409819,FALSE
vilaasa,0.084411882,7,0.05409819,FALSE
ekkattuthangal,0.084412753,14,0.05409819,FALSE
lakshmans,0.084413362,9,0.05409819,FALSE
matosri,0.084414259,7,0.05409819,FALSE
solitraire,0.084419479,10,0.05409819,FALSE
bommakanti,0.084427698,10,0.05409819,FALSE
lashkaria,0.084428519,9,0.05409819,FALSE
krupali,0.084429532,7,0.05409819,FALSE
stationchennaitamil,0.084432684,19,0.05409819,FALSE
ansal,0.084434064,5,0.05409819,FALSE
kadubeeshnahalli,0.084449947,16,0.05409819,FALSE
prabhuvandan,0.084450993,12,0.05409819,FALSE
lakshminivas,0.084456346,12,0.05409819,FALSE
archies,0.084458507,7,0.05409819,FALSE
katte,0.084458674,5,0.05409819,FALSE
nirbhaya,0.084458742,8,0.05409819,FALSE
kokan,0.084464744,5,0.05409819,FALSE
bhuvaneswari,0.08446547,12,0.05409819,FALSE
cherukupalli,0.084467221,12,0.05409819,FALSE
espancia,0.084469792,8,0.05409819,FALSE
dhanjiwadi,0.084473609,10,0.05409819,FALSE
paarvathamma,0.084479123,12,0.05409819,FALSE
gomata,0.084481355,6,0.05409819,FALSE
kripal,0.084486241,6,0.05409819,FALSE
peravallurchennai,0.08448801,17,0.05409819,FALSE
khadarbee,0.084488193,9,0.05409819,FALSE
neelambori,0.084490889,10,0.05409819,FALSE
aanghan,0.084492896,7,0.05409819,FALSE
coventry,0.084494633,8,0.05409819,FALSE
laxminarasimha,0.084496103,14,0.05409819,FALSE
sreekara,0.084496151,8,0.05409819,FALSE
colonytarnaka,0.084496323,13,0.05409819,FALSE
ramsridhar,0.084496924,10,0.05409819,FALSE
padmashri,0.084499902,9,0.05409819,FALSE
acolade,0.084506036,7,0.05409819,FALSE
mugamuniyappa,0.084506752,13,0.05409819,FALSE
heartsong,0.084508627,9,0.05409819,FALSE
country,0.084508718,7,0.05409819,FALSE
shikhram,0.084513458,8,0.05409819,FALSE
mushrerabad,0.084514882,11,0.05409819,FALSE
monday,0.084528979,6,0.05409819,FALSE
parkwest,0.084535955,8,0.05409819,FALSE
bagyashree,0.084536571,10,0.05409819,FALSE
oriele,0.084538336,6,0.05409819,FALSE
enkay,0.084543542,5,0.05409819,FALSE
nangli,0.08454466,6,0.05409819,FALSE
nemichand,0.084550448,9,0.05409819,FALSE
amruthnagar,0.084552631,11,0.05409819,FALSE
arcadebharathi,0.084560273,14,0.05409819,FALSE
premiere,0.084565147,8,0.05409819,FALSE
clothes,0.084567101,7,0.05409819,FALSE
baghamberpet,0.084567863,12,0.05409819,FALSE
amorapolis,0.084572239,10,0.05409819,FALSE
yutiraja,0.084572326,8,0.05409819,FALSE
sunita,0.084572492,6,0.05409819,FALSE
bhoomika,0.084573459,8,0.05409819,FALSE
trendsquares,0.084584861,12,0.05409819,FALSE
asagardeep,0.084592771,10,0.05409819,FALSE
gerugambakkam,0.084594611,13,0.05409819,FALSE
anglo,0.084595101,5,0.05409819,FALSE
sahas,0.084598573,5,0.05409819,FALSE
srinidhis,0.084602954,9,0.05409819,FALSE
vistab,0.084608699,6,0.05409819,FALSE
balamuthukrishnan,0.084619665,17,0.05409819,FALSE
popular,0.08462946,7,0.05409819,FALSE
venkatadrird,0.084631949,12,0.05409819,FALSE
gharkul,0.084637432,7,0.05409819,FALSE
flagship,0.084638543,8,0.05409819,FALSE
gowshika,0.084643826,8,0.05409819,FALSE
padamshree,0.084644982,10,0.05409819,FALSE
nagarmiraroad,0.08464859,13,0.05409819,FALSE
willet,0.084657135,6,0.05409819,FALSE
evergreen,0.084658976,9,0.05409819,FALSE
souparnika,0.084659159,10,0.05409819,FALSE
sadam,0.084659871,5,0.05409819,FALSE
roadandheri,0.084660694,11,0.05409819,FALSE
purshotam,0.084662918,9,0.05409819,FALSE
manikonds,0.084674736,9,0.05409819,FALSE
youthville,0.084676436,10,0.05409819,FALSE
nagaawara,0.084686228,9,0.05409819,FALSE
himadri,0.084689437,7,0.05409819,FALSE
claridges,0.084693788,9,0.05409819,FALSE
victory,0.084694152,7,0.05409819,FALSE
escorts,0.084694796,7,0.05409819,FALSE
takshshila,0.084695113,10,0.05409819,FALSE
opppuranic,0.084695399,10,0.05409819,FALSE
shirodkar,0.084696797,9,0.05409819,FALSE
tieria,0.084698573,6,0.05409819,FALSE
srikar,0.084702742,6,0.05409819,FALSE
dowel,0.084711352,5,0.05409819,FALSE
apartmentnew,0.084714757,12,0.05409819,FALSE
nilayamjawahar,0.084716548,14,0.05409819,FALSE
swasthik,0.084718886,8,0.05409819,FALSE
integrity,0.084720615,9,0.05409819,FALSE
colilve,0.084720712,7,0.05409819,FALSE
nandlal,0.084726592,7,0.05409819,FALSE
bansilalpet,0.084726699,11,0.05409819,FALSE
vedhagiri,0.084730471,9,0.05409819,FALSE
ispatika,0.084732278,8,0.05409819,FALSE
maladw,0.084737379,6,0.05409819,FALSE
viharsectorrohini,0.084737666,17,0.05409819,FALSE
purbani,0.084742475,7,0.05409819,FALSE
bellevista,0.084746203,10,0.05409819,FALSE
shubham,0.084747135,7,0.05409819,FALSE
khalsa,0.084756162,6,0.05409819,FALSE
platinum,0.08475913,8,0.05409819,FALSE
violet,0.084759451,6,0.05409819,FALSE
